"MMSI","TSTAMP","LATITUDE","LONGITUDE","COG","SOG","HEADING","NAVSTAT","IMO","NAME","CALLSIGN","TYPE","A","B","C","D","DRAUGHT","DEST","ETA"
253248000,"2016-02-29 15:36:19 GMT",51.04182,2.27244,267.6,0,76,5,9262780,"FRANCIS BEAUFORT","LXBO",33,28,115,7,21,9,"DUINKERKE","12-18 02:00"
338131737,"2016-02-29 15:50:22 GMT",26.93152,-80.08572,266.3,0,511,0,0,"JANE E","WZV7455",37,11,11,4,3,0,"","00-00 00:00"
235054097,"2016-02-29 15:50:41 GMT",50.33367,-5.852,221.9,2.7,230,3,9338591,"GALATEA","MRDQ7",90,30,54,3,13,4.2,"BANN SHOAL LB","03-01 13:30"
233387000,"2016-02-29 15:51:15 GMT",53.16942,8.61031,297.9,0,102,5,0,"SHERGAR","GDDX",37,17,30,5,3,2.6,"SEA TRIALS","02-28 21:00"
538002127,"2016-02-29 15:50:12 GMT",31.95567,120.85998,338.7,9.7,338,0,9264130,"RM DYNASTY","V7GL9",70,166,24,15,18,10.8,"CHANGZHOU  CHINA","02-29 17:00"
412473660,"2016-02-29 15:52:41 GMT",35.08393,119.65663,10.6,0.3,511,0,0,"CHANGHANGSHUN","",0,80,18,10,6,3.5,"LANSHAN","02-28 03:00"
226008940,"2016-02-29 15:53:12 GMT",48.84751,2.27764,0,0,511,15,0,"MISSISSIPPI","FM5633",69,7,23,5,3,0,"","00-00 24:60"
636014126,"2016-02-29 15:51:57 GMT",52.13828,3.72893,52,0.1,52,1,9360128,"ZALIV BAIKAL","A8RM5",80,12,231,21,21,14.2,"OPL ROTTERDAM","02-05 18:00"
205530490,"2016-02-29 15:53:08 GMT",51.25236,4.4055,360,0,270,15,0,"ECHO","OT5304",99,8,11,4,2,1.6,"ANTWERPEN","00-00 24:60"
235060247,"2016-02-29 15:52:08 GMT",49.47951,0.18392,37.2,0,139,5,9353113,"CPO NORWAY","2AJP6",84,132,53,19,9,11.3,"ROTTERDAM","03-01 16:00"
205417000,"2016-02-29 15:53:10 GMT",51.41492,3.66374,106.1,9.2,110,15,9314296,"UNION EMERALD","OROE",52,16,17,6,5,5.3,"TERNEUZEN","05-07 13:00"
211228200,"2016-02-29 15:53:07 GMT",53.72357,8.27579,302.6,9.8,308,0,8124503,"SIRIUS","DFLX",89,47,11,7,3,3.3,"DECUX","02-29 22:00"
210091000,"2016-02-29 15:53:05 GMT",49.29316,-123.23363,186.5,0,123,1,9730220,"VICTORIA MAY","5BJK4",70,165,25,23,9,7.1,"VANCOUVER","02-17 02:09"
412000001,"2016-02-29 15:53:11 GMT",38.87183,121.52665,48.1,0,511,15,0,"DLMU IMTS01","DLMU",60,100,20,19,20,0,"","00-00 00:00"
412419430,"2016-02-29 15:50:51 GMT",31.01096,121.44745,0,0,287,0,0,"XING GUANG 9","BKOA4",70,45,30,7,5,5.3,"ZHOUSHAN =SHANGHAI","02-27 21:00"
413487970,"2016-02-29 15:52:39 GMT",23.11319,113.32243,360,0,511,0,0,"ZHUJIANGHONGCHUAN","TEST",60,5,47,1,14,2.2,"HAIXINSHAMATOU","01-03 01:00"
244180624,"2016-02-29 15:53:03 GMT",52.52475,5.9898,46,7.6,41,0,0,"VLIELAND","PE3110",79,93,17,8,3,0.2,"REES","00-00 00:00"
256827000,"2016-02-29 15:50:54 GMT",59.87659,30.22089,139.2,0,321,5,9435325,"AGDASH","9HDJ9",80,135,15,9,8,6.9,"ROTTERDAM","02-27 23:00"
205258590,"2016-02-29 15:53:12 GMT",51.21278,6.70376,101.8,0,511,0,0,"GOTCHA","OT2585",79,102,8,10,1,0,"LOCHEM","02-15 22:15"
304739000,"2016-02-29 15:52:21 GMT",38.48397,15.48058,314.4,9.2,312,0,9051208,"PRIWALL","V2OX8",79,76,12,13,0,5.6,"SAVONA","03-03 05:00"
256128000,"2016-02-29 15:50:16 GMT",35.89547,14.52535,0,0,320,5,7423732,"SANTA MARIA","9HLQ8",89,43,50,5,10,5,"MALTA","11-11 11:11"
219020325,"2016-02-29 15:51:17 GMT",53.85814,8.7192,271.8,0,311,5,8119637,"BLUE BETRIA","OWQU2",90,15,65,15,3,4,"CUXHAVEN","02-28 06:00"
538090151,"2016-02-29 15:53:05 GMT",47.25642,-2.21264,235.1,12.1,232,0,9235995,"RICKMERS TOKYO","V7DW6",99,178,14,14,13,8,"ANTWERP","02-29 03:00"
218709000,"2016-02-29 15:53:17 GMT",53.56436,8.54082,151.8,14.9,152,5,9502233,"ALTE WESER","DBJC",55,9,24,3,3,1.9,"BREMERHAVEN","02-29 16:59"
413475280,"2016-02-29 15:51:33 GMT",23.08208,113.40351,230.1,0,511,0,0,"SUI SHUI BA 13","",37,7,20,2,3,0,"","00-00 00:00"
477699400,"2016-02-29 15:36:14 GMT",39.04873,117.76672,322.2,0,292,5,9696852,"SMART TINA","VRNX3",70,158,22,10,20,7.1,"TIANJIN  CN","02-27 12:00"
566203009,"2016-02-29 15:46:58 GMT",39.97542,-32.0382,64,14.6,63,0,9360946,"MTM NORTH SOUND","9V9576",80,116,28,6,18,9.5,"ROTTERDAM","03-06 12:00"
374881000,"2016-02-29 15:53:08 GMT",56.89007,11.81441,340.8,9.8,342,0,9151383,"SEBAT","3FWW6",70,125,23,16,6,9,"NEWPORT_UK","03-04 15:00"
432913000,"2016-02-29 15:52:15 GMT",35.52117,139.96465,78,0,351,1,9217670,"CORONA GARLAND","7JOS",70,200,30,24,14,12.8,"AU NTL>JP CHB","02-29 03:00"
205229090,"2016-02-29 15:53:13 GMT",51.25536,4.4127,70.5,0,511,0,0,"JEAN BART","",80,85,0,4,5,1,"MARSHALLDOK","01-08 11:21"
215696000,"2016-02-29 15:50:46 GMT",39.56474,2.63902,125.3,0.1,511,0,0,"BAIURDO VI","",0,0,0,0,0,0,"","00-00 00:00"
412591770,"2016-02-29 15:51:49 GMT",31.12871,121.467,0,0,511,5,0,"TIAN LI 22","BERZ7",70,100,36,10,9,4.3,"SHANG HAI","02-20 12:00"
245307000,"2016-02-29 15:53:16 GMT",51.25772,4.30136,326.7,7.2,336,0,9572824,"ODIN","PCCQ",52,16,14,3,10,2.6,"ANTWERPEN","01-31 20:30"
311014900,"2016-02-29 15:53:10 GMT",53.84163,8.84505,267.4,8,271,0,9001849,"HAV ZANDER","C6XN5",70,80,8,5,7,3.2,"DUNKIRK","03-02 12:00"
413433390,"2016-02-29 15:41:02 GMT",24.55026,118.09763,137.4,0,244,5,0,"CHAO RI 2","BKCK",70,80,16,6,10,5.9,"XIA MEN","02-28 01:00"
244870294,"2016-02-29 15:52:50 GMT",34.66788,33.04038,155.3,0,511,0,0,"ANIMA","",0,0,0,0,0,0,"","00-00 00:00"
261215000,"2016-02-29 15:52:51 GMT",53.65798,14.52069,0,0,511,0,0,"MONSUN","SQFL",51,14,1,3,1,0,"","00-00 00:00"
413482360,"2016-02-29 15:48:57 GMT",22.9075,113.56467,270.4,0,352,0,9756028,"ZHONGGUO HAIJING3901","BYKI",55,15,59,11,7,6.8,"CHANG XING DAO","01-17 02:00"
205474000,"2016-02-29 15:53:16 GMT",51.26296,4.29248,254.7,0,43,0,9365130,"UNION AMBER","ONRJ",52,8,18,5,7,5.8,"HARBOUR DUTIES","00-00 24:60"
319032100,"2016-02-29 15:53:04 GMT",39.56471,2.63371,72.9,0,235,5,1010650,"CHRISTINA G","ZCXO5",0,21,12,5,3,2.5,"MALLORCA","09-20 18:00"
246172000,"2016-02-29 15:53:08 GMT",53.61473,6.81005,327.8,0,265,3,9611539,"M.P.R. 3","PCKT",52,17,14,3,8,2.6,"BORKUM RIFF","02-26 00:00"
431100955,"2016-02-29 15:50:28 GMT",35.34199,139.68277,86.4,0.1,356,1,9254109,"ZENKEN MARU","JG5556",70,74,24,12,6,7.2,"HAKKEIJIMA ANCHOR","02-29 16:40"
338790000,"2016-02-29 15:53:15 GMT",47.57492,-122.42832,207.8,28,206,0,0,"SALLY FOX","WDH7915",60,16,15,5,4,0,"P-50 & VASHON I","00-00 24:60"
312170000,"2016-02-29 15:53:11 GMT",55.69572,12.61263,339.3,0,511,0,8661020,"FONIKS SUPPORTER","V30R2",80,17,8,5,4,3,"COPENHAGEN","00-00 24:60"
229752000,"2016-02-29 15:49:00 GMT",49.29915,-123.19742,336.5,0,110,1,9684469,"JULIA OLDENDORFF","9HA3578",70,171,29,19,13,7.3,"VANCOUVER BC","02-28 23:00"
235000032,"2016-02-29 15:50:24 GMT",54.58019,-1.21039,273.3,0,193,8,9206944,"ORMESBY CROSS","ZQBH9",52,13,20,5,6,4.5,"TEES","00-00 00:00"
235068834,"2016-02-29 15:53:17 GMT",51.17667,3.53864,0,0,511,5,0,"HARMONIE II","MLCW2",37,15,10,1,4,0.2,"EEKLO","03-28 13:58"
235101651,"2016-02-29 15:53:17 GMT",51.94772,1.29158,24.7,4.4,25,0,0,"P.L.ST EDMUND","2GYW2",40,12,4,2,2,1.4,"PILOTAGE OPS","02-22 23:59"
235111246,"2016-02-29 15:51:23 GMT",53.22412,4.55065,28.7,16.1,29,0,9706889,"CMACGM VASCO DE GAMA","2INN8",71,172,227,21,33,13.3,"DEHAM","03-01 00:30"
413906615,"2016-02-29 15:50:30 GMT",23.09021,113.43996,225.1,0,511,0,0,"YUE HE YUAN HUO 8308","",70,60,8,8,6,0,"","00-00 00:00"
431005054,"2016-02-29 15:53:13 GMT",35.22259,139.71384,333.1,0,353,0,0,"NAGATOMARU","JD3612",52,15,23,6,3,3,"JP YOS","01-19 00:00"
205907400,"2016-02-29 15:53:11 GMT",51.23291,2.92356,156.7,0.1,511,15,1048592,"R3 GRAMPER","OS9074",51,11,2,1,2,2,"","00-00 24:60"
244780367,"2016-02-29 15:27:09 GMT",52.37133,4.8884,289.9,0.1,511,5,0,"MULTATULI","PD3489",69,0,20,2,2,2,"AMSTERDAM.","00-00 24:60"
412373470,"2016-02-29 15:49:18 GMT",31.39685,121.6542,220,0,511,0,0,"ZHEN FU 6","",99,60,37,19,19,0,"","00-00 00:00"
244650836,"2016-02-29 15:53:17 GMT",51.29815,4.32686,241.5,0,511,0,0,"MAX PLANCK","PF6866",80,94,16,3,9,2.2,"DEDOR03900CITYX07090","00-00 00:00"
613000000,"2016-02-29 15:53:01 GMT",28.14619,-15.42519,343.1,0,180,0,8953083,"HANSOME BROTHERS","LJMF",30,20,6,4,3,5,"","06-13 09:00"
273430630,"2016-02-29 15:53:16 GMT",68.95944,33.02945,360,0,511,0,8722111,"MORSKOY BRIZ","UDII",30,19,35,10,1,4.3,"MURMANSK.__","11-02 11:00"
205337590,"2016-02-29 15:53:09 GMT",51.31047,4.32214,340,0,337,0,6503456,"TUG 91","OT3375",52,15,15,6,6,0,"THUIS","00-00 00:00"
367645320,"2016-02-29 15:51:27 GMT",47.62973,-122.39589,360,0.1,511,0,0,"MAGIC CARPET","WDH7152",36,13,1,4,0,0,"","00-00 00:00"
244710744,"2016-02-29 15:53:06 GMT",52.11943,4.67298,288.8,3,511,0,0,"ADJA-B","PI3406",79,58,12,6,2,0.3,"KRIMPEN","03-23 10:00"
356181000,"2016-02-29 15:52:27 GMT",32.0476,31.05087,103,16.7,104,0,9267699,"PROMINENT ACE","HPWB",70,34,165,25,7,9.2,"PORT SAID","02-29 22:45"
247324000,"2016-02-29 15:51:45 GMT",44.10452,9.83308,334,0.2,511,5,9163946,"LERICI","ICBL",52,0,0,0,0,4.5,"LIV","00-00 24:60"
477463700,"2016-02-29 15:47:20 GMT",-27.37788,153.16625,344.1,0.1,511,5,9082805,"NAN CHANG","VRMI6",70,166,19,13,12,8.3,"BRISBANE","02-28 08:00"
413794802,"2016-02-29 15:48:32 GMT",31.34116,121.5344,277.6,0,277,0,0,"HUSONGMAOLA04","",90,5,12,2,2,0,"","00-00 00:00"
229378000,"2016-02-29 15:53:15 GMT",22.29455,114.167,78,0,78,0,9616230,"EUROPA 2","9HA3283",60,46,180,15,15,6.3,"HALONG BAY","03-03 00:00"
311050600,"2016-02-29 15:52:25 GMT",25.77424,-80.17825,297,0,297,5,9064126,"SEVEN SEAS NAVIGATOR","C6ZI9",60,29,143,12,12,7.5,"GRAND TURK","03-02 11:12"
566961000,"2016-02-29 15:47:21 GMT",37.79746,-122.32072,320.7,0,108,5,9632210,"APL MEXICO CITY","9V9926",71,235,93,14,32,11.1,"KAOHSIUNG","03-15 21:00"
413690620,"2016-02-29 15:53:04 GMT",19.7673,109.15975,168.5,0,511,0,0,"F XIN HENG SHUN","BVDD8",79,75,22,7,9,5.2,"YANG PU","02-29 08:00"
219007035,"2016-02-29 15:50:28 GMT",55.67883,12.59984,0,0,511,0,0,"SOMMERFUGLEN","XPD5854",60,1,19,3,3,0,"","00-00 00:00"
413733000,"2016-02-29 15:47:57 GMT",31.5935,121.3275,173,0,321,1,9102162,"DA TANG 18","BKDO",70,193,32,20,12,10.8,"TAI CANG","02-28 19:00"
308031000,"2016-02-29 15:51:05 GMT",45.15615,12.43286,273.2,0,15,1,9307176,"AL DEEBEL","C6UU5",83,220,80,10,34,11.4,"ROVIGO","02-27 12:00"
211578060,"2016-02-29 15:53:16 GMT",53.0586,8.86923,351.3,0,120,0,0,"WESERPLATE","DK6770",99,22,5,4,3,0.2,"AB DURCH DIE MITTE","06-30 11:15"
249911000,"2016-02-29 15:51:54 GMT",51.94807,3.77429,197.1,0.3,47,1,9445370,"DUZGIT HARMONY","9HA2068",80,72,17,3,10,4.4,"NL RTM","02-28 21:00"
305364000,"2016-02-29 15:50:26 GMT",53.40685,14.61014,59.7,0,195,5,9376775,"TIWALA","V2DX3",70,93,14,10,5,5.3,"SZCZECIN","02-27 09:00"
244030516,"2016-02-29 15:53:00 GMT",51.90645,4.51564,169.9,6.3,511,0,2329955,"SENTO","PD3117",79,94,16,7,5,0,"ARA","12-31 12:15"
205475290,"2016-02-29 15:53:11 GMT",51.25564,4.38065,77.3,0,511,0,0,"MAC 10","OT4752",79,90,15,6,2,1,"E HAVENDOK","03-16 08:40"
245861000,"2016-02-29 15:51:53 GMT",52.40895,4.87966,37,0,37,5,9528433,"FLINTSTONE","PBZD",33,16,138,16,16,6.3,"AMSTERDAM","02-02 02:00"
211169660,"2016-02-29 15:52:49 GMT",44.1154,28.64428,193.4,0.1,511,8,0,"KREUZBERG","DC8389",70,71,14,7,2,2.5,"CONSTANTA","10-28 16:00"
413437330,"2016-02-29 15:51:38 GMT",37.54573,122.53858,107.9,6.7,165,0,0,"SHUN KAI 17","",80,35,17,5,4,2.1,"GUANG ZHOU","03-08 13:00"
247228600,"2016-02-29 15:52:29 GMT",43.117,5.9335,269,0,70,5,8306486,"MEGA SMERALDA","ICIU",60,28,143,24,10,6.4,"AJACCIO","03-01 06:00"
205315000,"2016-02-29 15:52:55 GMT",51.37799,2.91525,14.9,9.5,15,7,0,"O62 DINI","OPCJ",30,18,6,3,2,3,"OOSTENDE","06-26 07:15"
265663480,"2016-02-29 15:53:11 GMT",59.32801,18.07377,194.8,0,328,15,7204344,"VINDHEM","SKYV",60,10,25,4,4,1.8,"","00-00 24:60"
372340000,"2016-02-29 15:46:44 GMT",22.56428,120.31028,129,0,321,5,9323510,"HYUNDAI BANGKOK","3EIN6",70,225,78,25,15,11.3,"KAOHSIUNG","02-29 13:30"
538005475,"2016-02-29 15:50:47 GMT",-29.87286,31.04011,301.1,0,314,5,9304629,"RIDGEBURY NICHOLAS A","V7EI4",80,238,39,31,19,8.8,"GALLE FOR ORDERS","02-15 10:00"
412375940,"2016-02-29 15:51:51 GMT",30.99977,121.42247,117,0,511,8,0,"HUHANGKE43","",0,26,1,5,5,0,"","00-00 00:00"
371830000,"2016-02-29 15:51:40 GMT",31.01064,121.45112,127,0,511,5,9317212,"REGINA CRYSTAL","3EEW6",70,82,18,6,14,4,"MINHANG DOCK","10-29 17:30"
244660135,"2016-02-29 15:51:01 GMT",50.58902,5.43962,259.7,6.6,511,0,0,"ALETTA","PF4361",70,52,15,7,1,3,"HERMALLE","10-14 14:30"
232001240,"2016-02-29 15:52:42 GMT",53.74701,-0.29085,0,0,511,5,8508383,"ARCO AVON","GGNV",90,20,75,12,5,4.5,"HULL","08-27 16:35"
205483690,"2016-02-29 15:53:15 GMT",50.90421,3.33492,0,0,511,0,0,"KANANGA","OT4836",99,70,10,7,2,0.3,"-/24!'.%","12-20 00:00"
413974087,"2016-02-29 15:51:07 GMT",22.3072,114.14899,226.2,0,511,0,0,"HUI HAI LONG 82","",70,3,47,8,5,0,"","00-00 00:00"
412470230,"2016-02-29 15:53:02 GMT",21.93243,113.22079,112.4,0,511,8,0,"YUEGUANGZHOUGONG0063","",90,34,26,10,12,2.9,"LIANHUASHAN","01-03 12:30"
257673600,"2016-02-29 15:53:17 GMT",59.67397,5.35642,219.3,11.1,511,0,0,"TORBJOERG S","",0,0,0,0,0,0,"","00-00 00:00"
316014210,"2016-02-29 15:45:28 GMT",47.55649,-52.7095,137.5,0,225,5,9736901,"VETERAN","XJCA",60,21,60,9,9,4.3,"ST JOHNS","02-03 01:45"
258826000,"2016-02-29 15:49:14 GMT",54.41454,7.58679,61.1,0.1,130,1,9252503,"GEO BARENTS","LAKK6",90,37,40,11,9,8.6,"NSO_WINDFARM","01-02 13:30"
229759000,"2016-02-29 15:52:22 GMT",37.58472,-9.52782,344.1,8.8,343,0,9733260,"LA CHAMBORDAIS","9HA3584",70,160,20,16,14,6.7,"FR LPE","03-03 12:00"
244260009,"2016-02-29 15:53:17 GMT",52.69662,5.28811,360,0,511,8,0,"ALLURE","PC2365",69,32,0,1,6,1.5,"MEDEMBLIK","04-05 17:00"
247320200,"2016-02-29 15:53:10 GMT",45.21179,12.26994,64.7,0,511,15,0,"SAN GIUSTO","ILHY2",70,27,6,9,8,1.5,"CHIOGGIA","07-02 00:00"
316006868,"2016-02-29 15:47:48 GMT",42.73587,-80.12474,85.5,0,237,1,9127198,"ALGOSEA","CFN4229",81,111,33,6,17,7.1,"NANTCOKE","02-27 14:00"
413900657,"2016-02-29 15:44:12 GMT",23.09543,113.43304,129.4,0,511,0,0,"SUI HAI YUN 668","0000000",70,3,46,10,6,0,"","00-00 00:00"
256702000,"2016-02-29 15:49:38 GMT",44.40535,37.72175,310.8,1.8,200,0,9373656,"SEASTAR","9HAV9",80,212,38,18,26,8,"NOVOROSSIYSK","02-29 12:00"
563021040,"2016-02-29 15:52:51 GMT",1.21443,103.81494,250.3,6.7,0,15,0,"GP 50","SP1308D",0,3,3,2,1,0,"ALCATRAZ","02-29 15:52"
259047000,"2016-02-29 15:51:20 GMT",63.442,10.41202,258.4,0,207,5,0,"KNM MJOELNER","JWCD",52,5,17,5,4,5,"","00-00 24:60"
366952870,"2016-02-29 15:53:13 GMT",40.70011,-74.01223,90,0,165,0,4364411,"SEN.JOHN J. MARCHI","WDB8296",60,23,81,11,11,0,"BATTERY/WHITEHALL","12-14 00:00"
205319790,"2016-02-29 15:52:50 GMT",51.53273,6.67783,237.7,0,511,11,0,"ALSVIN","OT3197",79,110,0,6,6,4,"MEERHOUT/ROTTERDAM C","06-23 12:15"
205338790,"2016-02-29 15:53:09 GMT",51.22342,4.3922,0,0,511,15,0,"SIMON STEVIN","OT3387",99,19,19,1,13,0.4,"HOBOKEN-KRUIBEKE","00-00 24:60"
227702670,"2016-02-29 15:51:21 GMT",48.37835,-4.48938,0,0,511,0,0,"JETSUNEMA 4","FGB3256",37,8,8,4,0,0,"","00-00 00:00"
219002177,"2016-02-29 15:53:17 GMT",54.91634,11.36054,124.7,0,511,15,9257632,"CHRISTINE","OULO",60,26,26,6,7,0,"FEJOE","00-00 24:60"
272111200,"2016-02-29 15:51:28 GMT",46.93749,31.95597,271.4,0,511,0,0,"VITALIY BONIVUR","",52,11,9,2,2,0,"","00-00 00:00"
413373960,"2016-02-29 15:49:20 GMT",31.39589,121.65728,124,0.1,511,0,0,"ZHEN HUA TUO 14","",52,10,27,4,5,3.6,"SHAN HAI","11-16 10:00"
246177000,"2016-02-29 15:50:30 GMT",51.44558,3.58298,193,0,511,5,8211617,"ARGO 1","PEBK",33,70,10,5,6,4.6,"STEENBAMK/BRESKENS","00-00 00:00"
273151100,"2016-02-29 15:53:16 GMT",44.73136,37.80469,152.2,0,511,0,8711813,"INZHENER POTURNAK","UACC",0,60,13,7,7,0,"","00-00 00:00"
205265790,"2016-02-29 15:53:09 GMT",51.27521,4.35465,0,0,511,0,0,"KINEVY","OT2657",79,70,10,4,4,0.1,"AUBOUTDEMESREVES","01-01 10:10"
205254190,"2016-02-29 15:53:04 GMT",51.31051,4.32221,354,0,336,15,0,"TUG 81","OT2541",52,15,15,6,6,0,"ANTWERP TUG 24T","01-23 13:37"
367173280,"2016-02-29 15:53:07 GMT",29.7368,-95.05657,131.5,6,132,0,0,"EVIN DUPRE","WDH3673",32,10,15,5,5,2,"PORT ARTHUR","08-13 20:11"
375378000,"2016-02-29 15:48:20 GMT",59.03682,9.71525,31.8,0,146,5,7500798,"BOA SUND","J8B4463",31,6,22,7,3,5.4,"STATHELLE","02-23 09:00"
259720000,"2016-02-29 15:50:56 GMT",1.265,103.91272,284,0,61,1,9337389,"STAVANGER BLOSSOM","LAEA7",89,199,40,27,15,8.2,"SINGAPORE","02-28 10:30"
244740511,"2016-02-29 15:42:47 GMT",52.37514,4.91336,0,0,511,0,0,"ZEUS"," PC2199",33,50,5,4,4,0.2,"WEURT","08-29 23:30"
205515890,"2016-02-29 15:53:06 GMT",51.23571,4.41945,240.7,0,511,15,0,"ROBERT","OT5158",70,0,11,4,1,0,"","00-00 24:60"
205273000,"2016-02-29 15:52:21 GMT",51.2716,2.99096,92.5,1.2,511,7,0,"MFV O191 MATIMO","OPHI",99,10,9,2,5,0,"","12-31 23:59"
244620966,"2016-02-29 15:53:00 GMT",51.94098,4.84674,81,6.6,511,8,0,"CARPE DIEM","PD7077",79,0,110,0,11,1,"ROTTERDAM-GRONINGEN","12-30 00:00"
244630026,"2016-02-29 15:52:55 GMT",51.91233,4.4175,182.6,0.1,511,0,0,"HANNA","PD3640",89,108,2,6,7,0,"","01-01 00:26"
319011800,"2016-02-29 15:52:33 GMT",39.56595,2.64216,28.4,0,511,0,0,"ATALANTE I","ZCYE2",36,14,13,3,3,0,"","00-00 00:00"
245981000,"2016-02-29 15:51:55 GMT",54.46493,12.24277,19.1,11.9,21,0,9204714,"TRANSPORTER","PHAL",79,90,10,1,19,6.3,"ANTWERP","03-03 16:00"
244690558,"2016-02-29 15:49:21 GMT",51.89762,4.42098,266.4,0.2,511,1,0,"MSTX 5","PE3061",49,3,6,1,1,0.1,"R'DAM","10-07 12:00"
477031000,"2016-02-29 15:28:01 GMT",22.19127,113.56251,308,11.4,313,0,7737391,"PICO","VRVJ3",40,8,21,7,2,4.8,"HK-MACAU","00-00 00:00"
432804000,"2016-02-29 15:51:56 GMT",35.65965,139.76963,266.5,0.1,511,0,0,"YAHATAMARU NO.1","JG5683",70,31,14,6,2,0,"","00-00 00:00"
414181000,"2016-02-29 15:50:44 GMT",32.03035,120.51009,291,8.7,289,0,0,"XIN HAI TONG 5","BVON7",70,167,32,10,22,10.5,"ZHEN JIANG","02-01 14:00"
244995000,"2016-02-29 15:49:53 GMT",59.59177,24.81975,69.7,0.1,242,1,9374703,"EMMA","PHLZ",79,80,10,7,6,4.2,"MUUGA","02-29 17:00"
431400493,"2016-02-29 15:37:55 GMT",35.57195,139.89164,313.3,0.1,511,0,0,"SEIYOU NO.3","JK5427",80,43,12,2,8,0,"","00-00 00:00"
205483000,"2016-02-29 15:53:00 GMT",51.34643,4.28067,270,7.2,268,0,9397121,"UNION GRIZZLY","OROL",52,14,18,5,7,5.3,"HARBOURTUG","07-10 23:30"
366920980,"2016-02-29 15:52:54 GMT",40.6464,-74.11804,301.5,0,62,0,7319010,"DOLPHIN","WTD6974",31,10,31,5,5,9.9,"BAYONNE NJ","02-27 21:00"
636015676,"2016-02-29 15:52:50 GMT",-24.10095,-46.36143,17.7,0.4,232,1,9286956,"BELLAMYS","D5CE4",70,199,25,21,11,6.9,"SANTOS,BRAZIL","02-25 17:00"
367706250,"2016-02-29 15:50:50 GMT",32.72672,-117.20011,14.7,0,511,0,0,"PAIR A DICE","WDI5211",36,13,1,1,3,0,"","00-00 00:00"
244780240,"2016-02-29 15:53:09 GMT",52.64302,6.08334,0,0,511,0,0,"WABI-SABI","PF5701",37,16,8,1,3,0.2,"DORDRECHT","00-00 24:60"
235030641,"2016-02-29 15:52:40 GMT",57.14237,-2.09002,185.8,0,273,7,0,"GEORGIA DAWN  INS140","MKLM5",30,9,9,3,3,0,"","00-00 24:60"
235091917,"2016-02-29 15:53:15 GMT",56.19664,-2.7429,16.7,6.3,511,0,0,"WILLIAM JOHN","",30,0,0,0,0,0,"","00-00 00:00"
246462000,"2016-02-29 15:52:41 GMT",51.46056,3.67417,321.1,0,141,0,7328114,"MULTRATUG 9","PDBX",52,5,20,4,5,0,"VLISSINGEN/TERNEUZEN","00-00 00:00"
205639000,"2016-02-29 15:53:12 GMT",51.2339,4.39733,295.9,0,345,0,9641596,"ZEESCHELDE","ORBT",52,0,0,0,0,3.2,"OOSTENDE","11-13 19:10"
211312160,"2016-02-29 15:53:13 GMT",53.16548,8.61927,197.4,0.3,511,0,9199945,"PILOTTENDER DUHNEN","DFLO",0,20,5,7,5,0,"","00-00 24:60"
636016069,"2016-02-29 15:52:33 GMT",49.30242,-123.22504,258.5,0.1,129,1,9626651,"INDIAN HARMONY","D5EG3",70,187,38,10,22,11.6,"VANCOUVER,CANADA","02-28 07:00"
312629000,"2016-02-29 15:52:00 GMT",32.86216,35.00458,95.9,0.5,35,1,9186479,"TANAIS  FLYER","V3RM5",79,144,26,15,13,6.4,"TO ORDER","01-03 22:19"
566917000,"2016-02-29 15:52:13 GMT",51.27217,4.35512,189,0,126,5,9397212,"ATLANTIC EXPLORER","9V2113",89,208,38,15,27,8,"ANTWERPEN","02-26 13:30"
477995041,"2016-02-29 15:53:15 GMT",22.29671,114.01794,278,0.2,511,0,0,"DISCOVERY BAY 5","VRS4228",48,0,0,0,0,1.2,"","00-00 00:00"
413906265,"2016-02-29 15:52:55 GMT",23.08976,113.4317,0,0,0,0,0,"YUE HUIZHOUHUO8732","",70,62,12,12,4,0,"","00-00 00:00"
413457960,"2016-02-29 15:52:46 GMT",21.61902,108.33122,3,0,12,5,9003574,"HENG HUI 39","BKVV6",82,90,21,5,13,5.5,"FANGCHENG","02-29 13:00"
235057494,"2016-02-29 15:50:44 GMT",26.08961,-80.17426,299.6,0,288,5,9450260,"SEALYON","ZGBC9",37,22,15,5,3,2,"","11-30 00:00"
224033770,"2016-02-29 15:52:53 GMT",35.88987,-5.31365,309.2,0.1,511,0,0,"EL SENPAI","",0,0,0,0,0,0,"","00-00 00:00"
529858000,"2016-02-29 15:47:29 GMT",35.6764,139.97511,227.5,0.1,280,5,9377767,"HONG GONG 6","T3TR2",70,68,20,8,6,3.6,"JP FNB","02-25 14:00"
249017000,"2016-02-29 15:52:27 GMT",38.51492,-8.8745,224.5,0,305,0,9433444,"MAX PRODUCER","9HA4078",71,116,14,16,5,6.4,"SETUBAL","02-28 13:00"
211265530,"2016-02-29 15:53:11 GMT",55.60433,15.343,60,14.3,61,8,9173329,"RAGNA","DGOG",70,86,10,16,3,5.6,"MANTYLUOTO","03-02 02:00"
269042000,"2016-02-29 15:53:09 GMT",68.97915,33.05027,143.3,0,103,5,9176747,"CORVIGLIA","HBDE",79,183,32,12,20,7.6,"MURMANSK","02-28 19:00"
431300812,"2016-02-29 15:53:09 GMT",35.38734,139.63249,31.2,0,511,0,9203033,"TAKE MARU NO82","JI3650",52,12,30,6,4,4,">JP YOK DS","03-01 14:45"
